@relation adult_test-weka.filters.supervised.instance.Resample-B0.0-S1-Z30.0-weka.filters.supervised.instance.Resample-B0.0-S1-Z70.0

@attribute age numeric
@attribute workclass {Private,Self-emp-not-inc,Self-emp-inc,Federal-gov,Local-gov,State-gov,Without-pay,Never-worked}
@attribute fnlwgt numeric
@attribute education {Bachelors,Some-college,11th,HS-grad,Prof-school,Assoc-acdm,Assoc-voc,9th,7th-8th,12th,Masters,1st-4th,10th,Doctorate,5th-6th,Preschool}
@attribute education-num numeric
@attribute marital-status {Married-civ-spouse,Divorced,Never-married,Separated,Widowed,Married-spouse-absent,Married-AF-spouse}
@attribute occupation {Tech-support,Craft-repair,Other-service,Sales,Exec-managerial,Prof-specialty,Handlers-cleaners,Machine-op-inspct,Adm-clerical,Farming-fishing,Transport-moving,Priv-house-serv,Protective-serv,Armed-Forces}
@attribute relationship {Wife,Own-child,Husband,Not-in-family,Other-relative,Unmarried}
@attribute race {White,Asian-Pac-Islander,Amer-Indian-Eskimo,Other,Black}
@attribute sex {Female,Male}
@attribute capital-gain numeric
@attribute capital-loss numeric
@attribute hours-per-week numeric
@attribute native-country {United-States,Cambodia,England,Puerto-Rico,Canada,Germany,Outlying-US(Guam-USVI-etc),India,Japan,Greece,South,China,Cuba,Iran,Honduras,Philippines,Italy,Poland,Jamaica,Vietnam,Mexico,Portugal,Ireland,France,Dominican-Republic,Laos,Ecuador,Taiwan,Haiti,Columbia,Hungary,Guatemala,Nicaragua,Scotland,Thailand,Yugoslavia,El-Salvador,Trinadad&Tobago,Peru,Hong,Holand-Netherlands}
@attribute salary {<=50K,>50K}

@data
20,Private,281608,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,50,United-States,<=50K
34,Self-emp-not-inc,41210,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K
59,Private,239405,HS-grad,9,Divorced,Other-service,Unmarried,Black,Female,0,0,35,Jamaica,<=50K
24,?,214542,Some-college,10,Never-married,?,Not-in-family,White,Male,0,0,60,United-States,<=50K
19,?,264228,Some-college,10,Never-married,?,Own-child,White,Female,0,0,12,United-States,<=50K
66,Private,127139,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
46,Private,207733,1st-4th,2,Widowed,Other-service,Unmarried,White,Female,0,0,40,Puerto-Rico,<=50K
41,Private,210922,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,55,?,<=50K
25,Private,227548,12th,8,Married-civ-spouse,Other-service,Husband,Black,Male,3103,0,40,United-States,<=50K
22,Private,415755,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
80,Local-gov,81534,1st-4th,2,Widowed,Farming-fishing,Not-in-family,Asian-Pac-Islander,Male,1086,0,20,Philippines,<=50K
53,State-gov,33795,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,342642,Masters,14,Married-spouse-absent,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K
29,Private,178610,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,21,United-States,<=50K
57,Private,255406,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Female,0,1980,44,United-States,<=50K
33,Private,91666,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
27,Private,200802,Assoc-voc,11,Separated,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
44,State-gov,342510,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,40,United-States,>50K
19,?,181118,HS-grad,9,Never-married,?,Own-child,Black,Female,0,0,20,United-States,<=50K
51,State-gov,166459,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
61,Private,224699,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,30,United-States,>50K
20,Self-emp-not-inc,176321,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
50,Private,106422,HS-grad,9,Married-civ-spouse,Sales,Wife,Black,Female,0,1485,37,United-States,>50K
47,Private,189143,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K
63,Private,281025,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,32,United-States,<=50K
24,?,83783,7th-8th,4,Never-married,?,Not-in-family,White,Female,0,0,25,United-States,<=50K
32,Private,149787,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
37,Local-gov,125550,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,40,United-States,>50K
37,Private,48779,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
33,Private,154950,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,<=50K
48,Private,59159,HS-grad,9,Divorced,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K
35,Private,143231,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,44,United-States,>50K
35,Private,164526,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
56,?,174533,Bachelors,13,Never-married,?,Unmarried,White,Female,0,0,20,United-States,<=50K
27,Private,126060,Prof-school,15,Never-married,Prof-specialty,Other-relative,White,Female,0,0,40,United-States,<=50K
46,Private,191389,5th-6th,3,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,Italy,<=50K
47,Private,138342,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
17,Private,74706,11th,7,Never-married,Priv-house-serv,Own-child,White,Male,0,0,20,United-States,<=50K
30,?,335124,Some-college,10,Never-married,?,Not-in-family,White,Female,0,0,36,United-States,<=50K
29,Private,364986,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1628,47,United-States,<=50K
49,?,178341,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,7688,0,50,United-States,>50K
38,Private,215392,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,7298,0,45,United-States,>50K
52,Local-gov,155233,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,28,United-States,<=50K
57,State-gov,222792,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
28,Private,134890,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,1974,50,United-States,<=50K
21,?,118023,Some-college,10,Never-married,?,Own-child,White,Male,0,0,35,United-States,<=50K
45,Local-gov,186375,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
32,Private,198901,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
58,?,129632,HS-grad,9,Never-married,?,Not-in-family,White,Female,0,0,4,United-States,<=50K
47,Private,128378,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,<=50K
34,Private,361978,HS-grad,9,Divorced,Craft-repair,Unmarried,Black,Female,1471,0,40,United-States,<=50K
32,Private,153353,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
19,Private,197861,12th,8,Never-married,Craft-repair,Own-child,White,Male,0,0,15,United-States,<=50K
46,Private,266860,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
26,Private,86483,10th,6,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
52,Private,254680,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,99,United-States,<=50K
23,Federal-gov,244480,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,0,0,15,United-States,<=50K
67,Private,366425,Doctorate,16,Divorced,Exec-managerial,Not-in-family,White,Male,99999,0,60,United-States,>50K
27,Private,313479,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,50,United-States,<=50K
28,Private,285897,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
37,State-gov,318891,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
22,Private,210474,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
25,Federal-gov,80485,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
59,Self-emp-not-inc,381965,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,1740,80,United-States,<=50K
33,Private,202450,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
59,State-gov,100270,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,60,United-States,<=50K
34,Local-gov,182926,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
33,Self-emp-inc,291333,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,45,United-States,>50K
80,?,402748,HS-grad,9,Widowed,?,Not-in-family,White,Female,0,0,14,Canada,<=50K
37,Private,54159,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,45,United-States,<=50K
47,Private,162187,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K
23,Private,84726,Assoc-acdm,12,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,0,45,Germany,<=50K
45,Private,176517,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,White,Female,0,0,50,United-States,<=50K
55,Private,176219,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,40,India,<=50K
19,Private,196857,11th,7,Never-married,Adm-clerical,Own-child,White,Female,594,0,15,United-States,<=50K
27,Private,370242,Assoc-acdm,12,Never-married,Other-service,Not-in-family,White,Male,0,0,30,United-States,<=50K
18,Private,211413,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,15,United-States,<=50K
28,Private,230503,Some-college,10,Never-married,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K
44,Private,299197,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,45,United-States,<=50K
41,Private,173307,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,43,United-States,<=50K
47,Self-emp-not-inc,97883,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,48,Italy,<=50K
50,State-gov,196900,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,39,United-States,<=50K
17,?,387063,10th,6,Never-married,?,Own-child,White,Female,0,0,20,United-States,<=50K
64,Private,213391,9th,5,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,40,United-States,<=50K
32,Private,241731,Some-college,10,Never-married,Other-service,Not-in-family,Black,Male,0,0,40,United-States,<=50K
28,Self-emp-not-inc,228043,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,48,United-States,<=50K
46,?,162034,Some-college,10,Divorced,?,Not-in-family,White,Male,0,0,40,United-States,<=50K
24,Local-gov,115222,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,10520,0,40,United-States,>50K
33,State-gov,162705,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,99,United-States,>50K
49,Private,175109,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,5178,0,40,United-States,>50K
76,Private,204113,HS-grad,9,Widowed,Protective-serv,Not-in-family,White,Female,7896,0,18,United-States,<=50K
24,?,234791,Some-college,10,Divorced,?,Unmarried,White,Female,0,0,25,United-States,<=50K
38,Private,191137,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,35,United-States,<=50K
53,Private,214868,Assoc-voc,11,Never-married,Adm-clerical,Other-relative,Black,Female,0,2001,40,United-States,<=50K
73,Self-emp-not-inc,228899,7th-8th,4,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,99,United-States,<=50K
26,Private,243786,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,0,0,38,United-States,<=50K
39,Private,185520,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Female,0,0,40,United-States,<=50K
26,Private,414916,HS-grad,9,Never-married,Tech-support,Other-relative,White,Male,0,0,40,United-States,<=50K
48,Private,135525,Some-college,10,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,>50K
26,Private,414916,HS-grad,9,Never-married,Tech-support,Other-relative,White,Male,0,0,40,United-States,<=50K
44,Private,429832,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
45,Private,461725,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
53,Local-gov,25820,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,0,0,48,United-States,<=50K
44,Local-gov,277533,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
20,Private,97295,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,25,United-States,<=50K
24,Private,30656,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,24,United-States,<=50K
44,Private,144925,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,3325,0,40,United-States,<=50K
70,Local-gov,31540,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,20,United-States,<=50K
65,Self-emp-not-inc,227531,Bachelors,13,Divorced,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K
38,Private,205339,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
44,State-gov,484879,Bachelors,13,Separated,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
40,Local-gov,284086,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,United-States,>50K
27,Private,26326,Assoc-voc,11,Divorced,Other-service,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
36,Private,68798,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,30,United-States,<=50K
36,Local-gov,321247,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
50,Local-gov,82783,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
53,Private,350510,5th-6th,3,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
55,Private,323887,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,45,United-States,>50K
62,Private,190610,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
53,Local-gov,25820,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,0,0,48,United-States,<=50K
27,?,119851,Some-college,10,Divorced,?,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
56,Self-emp-not-inc,99479,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,5013,0,46,United-States,<=50K
34,Private,123429,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,60,United-States,<=50K
33,Private,38848,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
36,Private,238802,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,>50K
25,Private,197036,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
19,Private,307761,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,15,United-States,<=50K
44,Self-emp-not-inc,85019,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,?,>50K
27,Private,321456,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,290498,Preschool,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,38,Mexico,<=50K
39,Private,223792,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,72,United-States,<=50K
49,Self-emp-not-inc,32825,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,70,United-States,<=50K
47,Local-gov,275517,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,72,United-States,<=50K
23,Private,191878,Some-college,10,Never-married,Sales,Own-child,Black,Female,0,0,38,?,<=50K
45,Private,330087,Assoc-acdm,12,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K
58,Private,195878,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Mexico,<=50K
44,Self-emp-inc,144778,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
34,Private,199539,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,>50K
20,?,156916,Some-college,10,Never-married,?,Own-child,Black,Female,0,0,40,United-States,<=50K
57,Private,477867,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
58,Private,196502,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
74,Private,148867,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,6418,0,24,United-States,>50K
44,Private,351262,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,38,United-States,>50K
38,Private,258339,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,70,Iran,<=50K
24,Private,387663,Some-college,10,Married-spouse-absent,Farming-fishing,Unmarried,White,Female,0,0,40,United-States,<=50K
46,Private,185870,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1902,40,United-States,>50K
62,Private,584259,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,44,United-States,<=50K
31,Local-gov,253456,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
36,Private,131808,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4386,0,40,United-States,>50K
41,Private,209899,HS-grad,9,Separated,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
54,Private,168621,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
25,Private,55360,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Male,0,0,40,United-States,<=50K
39,Local-gov,102953,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
44,Federal-gov,38321,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
35,Private,199501,Assoc-acdm,12,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,50,Jamaica,<=50K
45,Private,382532,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
28,Private,248404,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,<=50K
60,Private,164599,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States,>50K
42,Private,117728,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
19,Private,162954,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,30,United-States,<=50K
33,Private,158438,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
30,Private,184542,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
36,State-gov,89625,HS-grad,9,Never-married,Protective-serv,Other-relative,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
42,Self-emp-not-inc,52131,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
17,?,45037,10th,6,Never-married,?,Own-child,White,Female,0,0,25,United-States,<=50K
38,Private,249720,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,40,United-States,<=50K
21,Private,200207,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
65,Self-emp-not-inc,200565,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,18,United-States,<=50K
68,Local-gov,212932,10th,6,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,20,United-States,<=50K
29,Local-gov,272569,10th,6,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K
40,Private,98466,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
35,Self-emp-not-inc,133935,Some-college,10,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
46,Private,212162,5th-6th,3,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,<=50K
26,?,40032,Bachelors,13,Never-married,?,Not-in-family,White,Female,0,0,40,United-States,<=50K
42,Private,173981,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Italy,>50K
40,Private,171305,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,60,United-States,>50K
22,Private,122048,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,4416,0,40,United-States,<=50K
33,Private,97723,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1887,50,United-States,>50K
24,Private,193416,Assoc-acdm,12,Never-married,Other-service,Own-child,White,Female,0,0,3,United-States,<=50K
36,Private,89625,10th,6,Separated,Sales,Own-child,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
33,Private,93056,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
62,State-gov,213700,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K
32,State-gov,246282,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,2961,0,99,?,<=50K
37,Local-gov,484475,Bachelors,13,Never-married,Other-service,Not-in-family,Black,Male,0,0,60,United-States,<=50K
17,Private,197186,10th,6,Never-married,Sales,Own-child,White,Female,0,0,24,United-States,<=50K
38,Private,247547,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
48,Private,70584,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
27,Private,202062,Bachelors,13,Never-married,Prof-specialty,Own-child,Black,Male,0,0,40,United-States,<=50K
46,Private,32825,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K
21,Private,210053,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
39,Private,112264,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
21,Private,180060,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
42,Private,259727,Bachelors,13,Divorced,Prof-specialty,Unmarried,Black,Female,25236,0,20,United-States,>50K
49,Private,32184,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,36,United-States,<=50K
44,Self-emp-inc,148805,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,33,United-States,<=50K
40,Private,438427,Some-college,10,Never-married,Sales,Not-in-family,Black,Female,0,0,40,United-States,<=50K
58,Private,125317,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
45,Private,167159,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
46,Local-gov,127441,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K
38,Private,206520,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
50,Private,237258,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,27828,0,48,United-States,>50K
22,Private,172496,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,Poland,<=50K
38,Private,186531,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
22,Local-gov,200109,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,15,United-States,<=50K
32,Private,185177,Assoc-voc,11,Separated,Tech-support,Own-child,White,Male,0,1590,40,United-States,<=50K
53,Private,350510,5th-6th,3,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
27,Private,122913,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
33,Private,261943,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Guatemala,<=50K
61,?,274499,HS-grad,9,Married-civ-spouse,?,Husband,Black,Male,0,0,40,United-States,<=50K
72,Private,163921,Some-college,10,Widowed,Adm-clerical,Unmarried,Black,Female,0,0,20,United-States,<=50K
58,Private,126104,10th,6,Divorced,Other-service,Unmarried,White,Female,0,0,65,United-States,<=50K
80,?,402748,HS-grad,9,Widowed,?,Not-in-family,White,Female,0,0,14,Canada,<=50K
33,Private,250804,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,England,<=50K
58,?,226078,11th,7,Divorced,?,Unmarried,Black,Female,0,0,32,United-States,<=50K
50,Private,22418,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
56,Self-emp-not-inc,254711,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,20,United-States,<=50K
37,Local-gov,484475,Bachelors,13,Never-married,Other-service,Not-in-family,Black,Male,0,0,60,United-States,<=50K
60,Private,80927,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K
23,Private,96748,Bachelors,13,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
21,Private,196742,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,28,United-States,<=50K
31,?,170513,HS-grad,9,Divorced,?,Not-in-family,White,Female,0,0,99,United-States,<=50K
48,Local-gov,225594,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,<=50K
48,Private,64156,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K
24,Private,316438,5th-6th,3,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,40,Mexico,<=50K
23,Private,208946,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
32,Private,180303,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,70,South,<=50K
76,?,217043,10th,6,Married-civ-spouse,?,Husband,White,Male,0,0,15,United-States,<=50K
46,Private,278200,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
45,Self-emp-inc,200825,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
54,Private,226497,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
34,State-gov,137900,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,48,United-States,>50K
28,Private,68021,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
46,Self-emp-not-inc,368355,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
